alpha,beta,gamma,n_a,run_id,seed,status,final_alive,final_necrotic,final_total,total_metastatic,total_oxygen_consumed,fitness,mei,ncf,dissipation
0.4,0.5,-0.2,350.0,74,74,ok,0,0,0,0,2.1331,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,75,75,ok,0,0,0,0,1.7619,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,77,77,ok,2,2,4,6,50.0207,0.03772025,1.5,0.5,8.83762655
0.4,0.5,-0.2,350.0,78,78,ok,0,1,1,3,10.0209,0.0,3.0,1.0,22.18070978
0.4,0.5,-0.2,350.0,79,79,ok,0,0,0,0,0.6114,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,81,81,ok,68,1,69,29,172.7038,0.3052231,0.42028986,0.01449275,6.32876605
0.4,0.5,-0.2,350.0,82,82,ok,0,0,0,3,4.376,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,84,84,ok,97,6,103,34,237.7796,0.30443343,0.33009709,0.05825243,6.30159258
0.4,0.5,-0.2,350.0,85,85,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,86,86,ok,0,0,0,1,1.4821,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,87,87,ok,0,0,0,0,2.8402,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,90,90,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,91,91,ok,78,3,81,25,149.4016,0.41766625,0.30864198,0.03703704,5.55086314
0.4,0.5,-0.2,350.0,92,92,ok,0,0,0,1,16.1404,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,93,93,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,95,95,ok,67,15,82,29,186.255,0.27885411,0.35365854,0.18292683,6.91567141
0.4,0.5,-0.2,350.0,96,96,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,97,97,ok,0,0,0,0,2.1097,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,350.0,99,99,ok,11,2,13,10,61.6459,0.1622167,0.76923077,0.15384615,6.37615869
0.4,0.5,-0.2,500.0,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,1,1,ok,48,0,48,12,68.3128,0.62736622,0.25,0.0,4.06229102
0.4,0.5,-0.2,500.0,2,2,ok,80,10,90,37,238.0664,0.24528516,0.41111111,0.11111111,7.35576991
0.4,0.5,-0.2,500.0,3,3,ok,24,7,31,16,109.7641,0.18849202,0.51612903,0.22580645,6.88278858
0.4,0.5,-0.2,500.0,4,4,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,5,5,ok,0,0,0,0,1.0647,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,6,6,ok,18,5,23,7,68.9432,0.24400431,0.30434783,0.2173913,4.34090685
0.4,0.5,-0.2,500.0,7,7,ok,0,0,0,0,9.1621,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,8,8,ok,122,13,135,40,215.303,0.40474527,0.2962963,0.0962963,6.55464757
0.4,0.5,-0.2,500.0,9,9,ok,0,0,0,0,1.6363,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,10,10,ok,0,0,0,0,2.8266,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,11,11,ok,0,0,0,2,18.2179,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,12,12,ok,0,1,1,1,14.2846,0.0,1.0,1.0,8.31776617
0.4,0.5,-0.2,500.0,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,14,14,ok,0,0,0,0,5.3878,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,15,15,ok,33,3,36,11,71.1857,0.41763652,0.30555556,0.08333333,4.51248875
0.4,0.5,-0.2,500.0,16,16,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,17,17,ok,0,0,0,0,2.5066,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,18,18,ok,0,0,0,0,2.7318,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,19,19,ok,19,3,22,9,64.1934,0.27154188,0.40909091,0.13636364,4.81616202
0.4,0.5,-0.2,500.0,20,20,ok,120,25,145,54,362.632,0.21487918,0.37241379,0.17241379,8.23063537
0.4,0.5,-0.2,500.0,21,21,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,22,22,ok,14,3,17,4,59.9346,0.22460393,0.23529412,0.17647059,3.2399948
0.4,0.5,-0.2,500.0,23,23,ok,239,27,266,85,444.8049,0.29044011,0.31954887,0.10150376,8.09302824
0.4,0.5,-0.2,500.0,24,24,ok,67,5,72,17,123.3414,0.46428011,0.23611111,0.06944444,4.74804664
0.4,0.5,-0.2,500.0,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,26,26,ok,7,1,8,8,50.5081,0.12832553,1.0,0.125,6.29035053
0.4,0.5,-0.2,500.0,27,27,ok,0,1,1,1,23.7277,0.0,1.0,1.0,8.31776617
0.4,0.5,-0.2,500.0,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,30,30,ok,69,6,75,33,157.6686,0.32904274,0.44,0.08,7.11852765
0.4,0.5,-0.2,500.0,31,31,ok,0,0,0,0,0.9109,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,32,32,ok,27,1,28,7,57.6526,0.43768434,0.25,0.03571429,3.53002537
0.4,0.5,-0.2,500.0,33,33,ok,90,3,93,25,173.6686,0.4145826,0.2688172,0.03225806,5.28943927
0.4,0.5,-0.2,500.0,34,34,ok,0,0,0,0,7.4094,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,36,36,ok,35,4,39,26,138.3605,0.20076373,0.66666667,0.1025641,8.07994239
0.4,0.5,-0.2,500.0,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,38,38,ok,79,7,86,34,217.2017,0.2714308,0.39534884,0.08139535,6.88815913
0.4,0.5,-0.2,500.0,39,39,ok,36,4,40,10,86.7738,0.37715616,0.25,0.1,4.21972593
0.4,0.5,-0.2,500.0,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,41,41,ok,53,10,63,15,118.5301,0.38882079,0.23809524,0.15873016,4.97256908
0.4,0.5,-0.2,500.0,42,42,ok,0,0,0,0,1.2047,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,44,44,ok,11,3,14,17,97.8426,0.09609018,1.21428571,0.21428571,10.08219624
0.4,0.5,-0.2,500.0,45,45,ok,0,0,0,0,2.3923,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,46,46,ok,0,0,0,0,2.4002,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,47,47,ok,0,0,0,0,2.8946,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,48,48,ok,0,0,0,0,9.6694,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,49,49,ok,0,0,0,0,2.6442,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,50,50,ok,0,0,0,0,1.3116,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,51,51,ok,3,0,3,6,26.1355,0.10828912,2.0,0.0,7.62461899
0.4,0.5,-0.2,500.0,52,52,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,53,53,ok,0,2,2,1,18.9008,0.0,0.5,1.0,4.85203026
0.4,0.5,-0.2,500.0,54,54,ok,41,1,42,7,70.2629,0.54534811,0.16666667,0.02380952,3.25024553
0.4,0.5,-0.2,500.0,55,55,ok,6,0,6,3,30.6031,0.19034817,0.5,0.0,2.87030282
0.4,0.5,-0.2,500.0,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,57,57,ok,50,5,55,35,170.3199,0.21745569,0.63636364,0.09090909,8.58497696
0.4,0.5,-0.2,500.0,58,58,ok,0,0,0,5,7.6006,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,59,59,ok,68,2,70,20,95.6483,0.59244796,0.28571429,0.02857143,5.04524464
0.4,0.5,-0.2,500.0,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,61,61,ok,82,4,86,25,147.907,0.44352198,0.29069767,0.04651163,5.49420952
0.4,0.5,-0.2,500.0,62,62,ok,62,6,68,14,114.1056,0.47662824,0.20588235,0.08823529,4.42359674
0.4,0.5,-0.2,500.0,63,63,ok,70,8,78,20,172.1387,0.33887404,0.25641026,0.1025641,5.24007315
0.4,0.5,-0.2,500.0,64,64,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,65,65,ok,82,14,96,45,298.8774,0.1892138,0.46875,0.14583333,8.44741894
0.4,0.5,-0.2,500.0,66,66,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,67,67,ok,133,6,139,49,240.4501,0.37122778,0.35251799,0.04316547,6.99462584
0.4,0.5,-0.2,500.0,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,69,69,ok,0,0,0,0,2.8032,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,70,70,ok,0,0,0,1,1.7836,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,71,71,ok,28,0,28,5,39.5573,0.67412764,0.17857143,0.0,2.8673003
0.4,0.5,-0.2,500.0,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,73,73,ok,15,5,20,29,121.2937,0.09586571,1.45,0.25,13.86305556
0.4,0.5,-0.2,500.0,74,74,ok,0,0,0,0,2.1331,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,75,75,ok,0,0,0,0,1.7619,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,77,77,ok,2,2,4,6,50.0207,0.03772025,1.5,0.5,8.83762655
0.4,0.5,-0.2,500.0,78,78,ok,0,1,1,3,10.0209,0.0,3.0,1.0,22.18070978
0.4,0.5,-0.2,500.0,79,79,ok,0,0,0,0,0.6114,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,81,81,ok,68,1,69,29,172.7038,0.3052231,0.42028986,0.01449275,6.32876605
0.4,0.5,-0.2,500.0,82,82,ok,0,0,0,3,4.376,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,84,84,ok,97,6,103,34,237.7796,0.30443343,0.33009709,0.05825243,6.30159258
0.4,0.5,-0.2,500.0,85,85,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,86,86,ok,0,0,0,1,1.4821,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,87,87,ok,0,0,0,0,2.8402,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,90,90,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,91,91,ok,78,3,81,25,149.4016,0.41766625,0.30864198,0.03703704,5.55086314
0.4,0.5,-0.2,500.0,92,92,ok,0,0,0,1,16.1404,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,93,93,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,95,95,ok,67,15,82,29,186.255,0.27885411,0.35365854,0.18292683,6.91567141
0.4,0.5,-0.2,500.0,96,96,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,97,97,ok,0,0,0,0,2.1097,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,500.0,99,99,ok,11,2,13,10,61.6459,0.1622167,0.76923077,0.15384615,6.37615869
0.4,0.5,-0.2,750.0,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,1,1,ok,48,0,48,12,68.3128,0.62736622,0.25,0.0,4.06229102
0.4,0.5,-0.2,750.0,2,2,ok,80,10,90,37,238.0664,0.24528516,0.41111111,0.11111111,7.35576991
0.4,0.5,-0.2,750.0,3,3,ok,24,7,31,16,109.7641,0.18849202,0.51612903,0.22580645,6.88278858
0.4,0.5,-0.2,750.0,4,4,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,5,5,ok,0,0,0,0,1.0647,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,6,6,ok,18,5,23,7,68.9432,0.24400431,0.30434783,0.2173913,4.34090685
0.4,0.5,-0.2,750.0,7,7,ok,0,0,0,0,9.1621,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,8,8,ok,122,13,135,40,215.303,0.40474527,0.2962963,0.0962963,6.55464757
0.4,0.5,-0.2,750.0,9,9,ok,0,0,0,0,1.6363,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,10,10,ok,0,0,0,0,2.8266,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,11,11,ok,0,0,0,2,18.2179,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,12,12,ok,0,1,1,1,14.2846,0.0,1.0,1.0,8.31776617
0.4,0.5,-0.2,750.0,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,14,14,ok,0,0,0,0,5.3878,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,15,15,ok,33,3,36,11,71.1857,0.41763652,0.30555556,0.08333333,4.51248875
0.4,0.5,-0.2,750.0,16,16,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,17,17,ok,0,0,0,0,2.5066,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,18,18,ok,0,0,0,0,2.7318,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,19,19,ok,19,3,22,9,64.1934,0.27154188,0.40909091,0.13636364,4.81616202
0.4,0.5,-0.2,750.0,20,20,ok,120,25,145,54,362.632,0.21487918,0.37241379,0.17241379,8.23063537
0.4,0.5,-0.2,750.0,21,21,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,22,22,ok,14,3,17,4,59.9346,0.22460393,0.23529412,0.17647059,3.2399948
0.4,0.5,-0.2,750.0,23,23,ok,239,27,266,85,444.8049,0.29044011,0.31954887,0.10150376,8.09302824
0.4,0.5,-0.2,750.0,24,24,ok,67,5,72,17,123.3414,0.46428011,0.23611111,0.06944444,4.74804664
0.4,0.5,-0.2,750.0,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,26,26,ok,7,1,8,8,50.5081,0.12832553,1.0,0.125,6.29035053
0.4,0.5,-0.2,750.0,27,27,ok,0,1,1,1,23.7277,0.0,1.0,1.0,8.31776617
0.4,0.5,-0.2,750.0,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,30,30,ok,69,6,75,33,157.6686,0.32904274,0.44,0.08,7.11852765
0.4,0.5,-0.2,750.0,31,31,ok,0,0,0,0,0.9109,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,32,32,ok,27,1,28,7,57.6526,0.43768434,0.25,0.03571429,3.53002537
0.4,0.5,-0.2,750.0,33,33,ok,90,3,93,25,173.6686,0.4145826,0.2688172,0.03225806,5.28943927
0.4,0.5,-0.2,750.0,34,34,ok,0,0,0,0,7.4094,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,36,36,ok,35,4,39,26,138.3605,0.20076373,0.66666667,0.1025641,8.07994239
0.4,0.5,-0.2,750.0,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,38,38,ok,79,7,86,34,217.2017,0.2714308,0.39534884,0.08139535,6.88815913
0.4,0.5,-0.2,750.0,39,39,ok,36,4,40,10,86.7738,0.37715616,0.25,0.1,4.21972593
0.4,0.5,-0.2,750.0,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,41,41,ok,53,10,63,15,118.5301,0.38882079,0.23809524,0.15873016,4.97256908
0.4,0.5,-0.2,750.0,42,42,ok,0,0,0,0,1.2047,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,44,44,ok,11,3,14,17,97.8426,0.09609018,1.21428571,0.21428571,10.08219624
0.4,0.5,-0.2,750.0,45,45,ok,0,0,0,0,2.3923,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,46,46,ok,0,0,0,0,2.4002,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,47,47,ok,0,0,0,0,2.8946,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,48,48,ok,0,0,0,0,9.6694,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,49,49,ok,0,0,0,0,2.6442,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,50,50,ok,0,0,0,0,1.3116,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,51,51,ok,3,0,3,6,26.1355,0.10828912,2.0,0.0,7.62461899
0.4,0.5,-0.2,750.0,52,52,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,53,53,ok,0,2,2,1,18.9008,0.0,0.5,1.0,4.85203026
0.4,0.5,-0.2,750.0,54,54,ok,41,1,42,7,70.2629,0.54534811,0.16666667,0.02380952,3.25024553
0.4,0.5,-0.2,750.0,55,55,ok,6,0,6,3,30.6031,0.19034817,0.5,0.0,2.87030282
0.4,0.5,-0.2,750.0,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,57,57,ok,50,5,55,35,170.3199,0.21745569,0.63636364,0.09090909,8.58497696
0.4,0.5,-0.2,750.0,58,58,ok,0,0,0,5,7.6006,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,59,59,ok,68,2,70,20,95.6483,0.59244796,0.28571429,0.02857143,5.04524464
0.4,0.5,-0.2,750.0,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,61,61,ok,82,4,86,25,147.907,0.44352198,0.29069767,0.04651163,5.49420952
0.4,0.5,-0.2,750.0,62,62,ok,62,6,68,14,114.1056,0.47662824,0.20588235,0.08823529,4.42359674
0.4,0.5,-0.2,750.0,63,63,ok,70,8,78,20,172.1387,0.33887404,0.25641026,0.1025641,5.24007315
0.4,0.5,-0.2,750.0,64,64,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,65,65,ok,82,14,96,45,298.8774,0.1892138,0.46875,0.14583333,8.44741894
0.4,0.5,-0.2,750.0,66,66,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,67,67,ok,133,6,139,49,240.4501,0.37122778,0.35251799,0.04316547,6.99462584
0.4,0.5,-0.2,750.0,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,69,69,ok,0,0,0,0,2.8032,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,70,70,ok,0,0,0,1,1.7836,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,71,71,ok,28,0,28,5,39.5573,0.67412764,0.17857143,0.0,2.8673003
0.4,0.5,-0.2,750.0,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,73,73,ok,15,5,20,29,121.2937,0.09586571,1.45,0.25,13.86305556
0.4,0.5,-0.2,750.0,74,74,ok,0,0,0,0,2.1331,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,75,75,ok,0,0,0,0,1.7619,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,77,77,ok,2,2,4,6,50.0207,0.03772025,1.5,0.5,8.83762655
0.4,0.5,-0.2,750.0,78,78,ok,0,1,1,3,10.0209,0.0,3.0,1.0,22.18070978
0.4,0.5,-0.2,750.0,79,79,ok,0,0,0,0,0.6114,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,81,81,ok,68,1,69,29,172.7038,0.3052231,0.42028986,0.01449275,6.32876605
0.4,0.5,-0.2,750.0,82,82,ok,0,0,0,3,4.376,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,84,84,ok,97,6,103,34,237.7796,0.30443343,0.33009709,0.05825243,6.30159258
0.4,0.5,-0.2,750.0,85,85,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,86,86,ok,0,0,0,1,1.4821,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,87,87,ok,0,0,0,0,2.8402,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,90,90,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,91,91,ok,78,3,81,25,149.4016,0.41766625,0.30864198,0.03703704,5.55086314
0.4,0.5,-0.2,750.0,92,92,ok,0,0,0,1,16.1404,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,93,93,ok,0,0,0,0,0.748,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,95,95,ok,67,15,82,29,186.255,0.27885411,0.35365854,0.18292683,6.91567141
0.4,0.5,-0.2,750.0,96,96,ok,0,0,0,0,0.8886,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,97,97,ok,0,0,0,0,2.1097,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,750.0,99,99,ok,11,2,13,10,61.6459,0.1622167,0.76923077,0.15384615,6.37615869
0.4,0.5,-0.2,1000.0,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,1,1,ok,48,0,48,12,68.3128,0.62736622,0.25,0.0,4.06229102
0.4,0.5,-0.2,1000.0,2,2,ok,80,10,90,37,238.0664,0.24528516,0.41111111,0.11111111,7.35576991
0.4,0.5,-0.2,1000.0,3,3,ok,24,7,31,16,109.7641,0.18849202,0.51612903,0.22580645,6.88278858
0.4,0.5,-0.2,1000.0,4,4,ok,0,0,0,0,0.4568,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,5,5,ok,0,0,0,0,1.0647,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,6,6,ok,18,5,23,7,68.9432,0.24400431,0.30434783,0.2173913,4.34090685
0.4,0.5,-0.2,1000.0,7,7,ok,0,0,0,0,9.1621,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,8,8,ok,122,13,135,40,215.303,0.40474527,0.2962963,0.0962963,6.55464757
0.4,0.5,-0.2,1000.0,9,9,ok,0,0,0,0,1.6363,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,10,10,ok,0,0,0,0,2.8266,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,11,11,ok,0,0,0,2,18.2179,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,12,12,ok,0,1,1,1,14.2846,0.0,1.0,1.0,8.31776617
0.4,0.5,-0.2,1000.0,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,14,14,ok,0,0,0,0,5.3878,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,15,15,ok,33,3,36,11,71.1857,0.41763652,0.30555556,0.08333333,4.51248875
0.4,0.5,-0.2,1000.0,16,16,ok,0,0,0,0,0.3069,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,17,17,ok,0,0,0,0,2.5066,0.0,0.0,0.0,0.69314718
0.4,0.5,-0.2,1000.0,18,18,ok,0,0,0,0,2.7318,0.0,0.0,0.0,0.69314718
